url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
https://www.koat.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T023000Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",koat.com,English,United States
https://www.wxii12.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T024500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wxii12.com,English,United States
https://www.wtae.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T014500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wtae.com,English,United States
https://www.wesh.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T004500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wesh.com,English,United States
https://www.kcci.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T031500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",kcci.com,English,United States
https://www.news18.com/world/this-is-going-to-be-very-traumatic-trump-warns-iran-over-nuclear-deal-ws-l-9899951.html,https://www.news18.com/amp/world/this-is-going-to-be-very-traumatic-trump-warns-iran-over-nuclear-deal-ws-l-9899951.html,  This Is Going To Be Very Traumatic : Trump Warns Iran Over Nuclear Deal,20260213T020000Z,https://images.news18.com/ibnlive/uploads/2026/02/Donald-Trump-Netanyahu-Meeting-2026-02-d3d17db689c34f017c5ee3d4853c7fcb-16x9.jpg,news18.com,English,India
https://www.kcra.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T023000Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",kcra.com,English,United States
https://www.protothema.gr/world/article/1755419/trab-gia-iran-ehei-megala-provlimata-an-arhisoun-na-skotonoun-anthropous-tha-paremvoume/,https://www.protothema.gr/world/article/1755419/trab-gia-iran-ehei-megala-provlimata-an-arhisoun-na-skotonoun-anthropous-tha-paremvoume/AMP/,"Τραμπ για Ιράν : « Έχει μεγάλα προβλήματα , αν αρχίσουν να σκοτώνουν ανθρώπους , θα παρέμβουμε » ",20260110T021500Z,,protothema.gr,English,Greece
https://www.wlwt.com/article/trump-threatens-military-action-against-iran/69885268,,Trump threatens military action again Iran,20251230T121500Z,"https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/trump-6937c199411c5.jpg?crop=1.00xw:0.846xh;0,0",wlwt.com,English,United States
https://us.cnn.com/us/live-news/trump-administration-us-iran-talks-02-26-26,,"Live updates : US - Iran talks in Geneva , latest Trump administration news",20260226T121500Z,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2262896215.jpg?c=16x9&q=w_800,c_fill",us.cnn.com,English,United States
https://www.wlwt.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T014500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wlwt.com,English,United States
https://timesofindia.indiatimes.com/world/us/should-irans-supreme-leader-khamenei-be-worried-donald-trumps-response-and-a-blunt-warning/articleshow/127922628.cms,https://timesofindia.indiatimes.com/world/us/should-irans-supreme-leader-khamenei-be-worried-donald-trumps-response-and-a-blunt-warning/amp_articleshow/127922628.cms,Should Iran supreme leader Khamenei be worried ? Donald Trump response and a blunt warning,20260205T040000Z,"https://static.toiimg.com/thumb/msid-127922668,width-1280,height-720,imgsize-740116,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",timesofindia.indiatimes.com,English,India
https://www.news18.com/world/we-will-hit-them-very-hard-trump-threatens-iran-if-protesters-are-killed-9818781.html,https://www.news18.com/amp/world/we-will-hit-them-very-hard-trump-threatens-iran-if-protesters-are-killed-9818781.html,  We Will Hit Them Very Hard : Trump Threatens Iran If Protesters Are Killed,20260109T024500Z,https://images.news18.com/ibnlive/uploads/2026/01/Trump-wars-2026-01-9952c5685d91bd69a6c0ffddaf02ea82-16x9.jpg,news18.com,English,India
https://www.khaama.com/trump-says-us-iran-talks-going-well-more-meetings-expected/,https://www.khaama.com/trump-says-us-iran-talks-going-well-more-meetings-expected/?amp=1,"Trump Says US - Iran Talks Going Well , More Meetings Expected",20260207T064500Z,https://www.khaama.com/wp-content/uploads/2026/01/Trump1.jpg,khaama.com,English,Afghanistan
https://www.salon.com/2026/02/19/trump-warns-of-bad-things-if-iran-doesnt-agree-to-meaningful-nuclear-deal/,,Trump warns of  bad things  if Iran doesnt agree to  meaningful  nuclear deal,20260220T021500Z,https://www.salon.com/app/uploads/2026/01/Donald-Trump-2252580333.jpg,salon.com,English,United States
https://timesofindia.indiatimes.com/world/us/trump-warns-iran-as-us-ships-enter-region/articleshow/127748830.cms,https://timesofindia.indiatimes.com/world/us/trump-warns-iran-as-us-ships-enter-region/amp_articleshow/127748830.cms,Trump warns Iran as US ships enter region - The Times of India,20260129T023000Z,"https://static.toiimg.com/thumb/msid-127748823,width-1280,height-720,imgsize-6860,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",timesofindia.indiatimes.com,English,India
https://www.india.com/news/world/donald-trumps-statement-on-iran-protests-attracts-intense-retort-from-tehran-which-warns-us-of-usa-ayatollah-ali-khamenei-8253985/,https://www.india.com/news/world/donald-trumps-statement-on-iran-protests-attracts-intense-retort-from-tehran-which-warns-us-of-usa-ayatollah-ali-khamenei-8253985/amp/,Donald Trump statement on Iran protests attracts intense retort from Tehran,20260102T223000Z,https://static.india.com/wp-content/uploads/2026/01/QT-Iran-Protests-BEFUN.jpg,india.com,English,India
https://www.koat.com/article/president-trump-issues-more-sanctions-iran-nuclear-talks/70510993,,Trump issues more sanctions on Iran ahead of nuclear talks,20260226T130000Z,"https://kubrick.htvapps.com/vidthumb/ce6a39ee-119f-4e2c-8a2b-2956ba205775/thumb_1920x1080.0000001.jpg?crop=1xw:1xh;center,top",koat.com,English,United States
https://www.india.com/news/world/big-update-iran-nuclear-deal-discussions-benjamin-netanyahu-to-meet-donald-trump-heres-what-it-means-8297427/,https://www.india.com/news/world/big-update-iran-nuclear-deal-discussions-benjamin-netanyahu-to-meet-donald-trump-heres-what-it-means-8297427/amp/,Iran nuclear deal talks : Netanyahu to meet Donald Trump - Here what it means,20260208T071500Z,https://static.india.com/wp-content/uploads/2025/10/QT-netanyahu-trump-BEFUN.jpg,india.com,English,India
https://www.wbaltv.com/article/president-trump-issues-more-sanctions-iran-nuclear-talks/70510993,,Trump issues more sanctions on Iran ahead of nuclear talks,20260226T141500Z,"https://kubrick.htvapps.com/vidthumb/ce6a39ee-119f-4e2c-8a2b-2956ba205775/thumb_1920x1080.0000001.jpg?crop=1xw:1xh;center,top",wbaltv.com,English,United States
https://www.benzinga.com/crypto/cryptocurrency/26/02/50523671/bitcoin-at-69000-ethereum-xrp-dogecoin-hold-as-markets-await-us-iran-progress,,"Bitcoin At $69 , 000 Ethereum , XRP , Dogecoin Hold As Markets Await US - Iran Progress",20260210T203000Z,https://cdn.benzinga.com/files/images/story/2026/02/10/Sell-the-News-Warning.jpeg?&fit=crop,benzinga.com,English,United States
https://www.wesh.com/article/president-trump-issues-more-sanctions-iran-nuclear-talks/70510993,,Trump issues more sanctions on Iran ahead of nuclear talks,20260226T170000Z,"https://kubrick.htvapps.com/vidthumb/ce6a39ee-119f-4e2c-8a2b-2956ba205775/thumb_1920x1080.0000001.jpg?crop=1xw:1xh;center,top",wesh.com,English,United States
https://www.benzinga.com/news/politics/26/02/50839977/trump-is-waiting-to-hear-these-secret-words-from-iran-president-blasts-tehran-over-nuclear-threats-and-missile-program,,"Trump Is Waiting To Hear These  Secret  Words From Iran , President Blasts Tehran Over Nuclear Threats And Missile Program",20260225T070000Z,https://cdn.benzinga.com/files/images/story/2026/02/24/Unclear-Endgame-Fuels-Miscalculation-Fea.jpeg?&fit=crop,benzinga.com,English,United States
https://www.wgal.com/article/president-trump-issues-more-sanctions-iran-nuclear-talks/70510993,,Trump issues more sanctions on Iran ahead of nuclear talks,20260226T133000Z,"https://kubrick.htvapps.com/vidthumb/ce6a39ee-119f-4e2c-8a2b-2956ba205775/thumb_1920x1080.0000001.jpg?crop=1xw:1xh;center,top",wgal.com,English,United States
https://www.foxnews.com/politics/kennedy-warns-ayatollah-wants-drink-our-blood-out-boot-iran-tensions-escalate,https://www.foxnews.com/politics/kennedy-warns-ayatollah-wants-drink-our-blood-out-boot-iran-tensions-escalate.amp,GOP senator says he  wouldnt trust  Iran Ayatollah  if he was three days dead  ,20260227T013000Z,https://static.foxnews.com/foxnews.com/content/uploads/2026/02/senator-john-kennedy-boot.jpg,foxnews.com,English,United States
https://www.newkerala.com/news/a/netanyahu-meet-trump-washington-discuss-iran-talks-579.htm,,"Netanyahu , Trump Meet on Iran Nuclear Talks & Ballistic Missiles",20260208T014500Z,https://one.newkerala.com/images/t/newkerala-com-news250.webp,newkerala.com,English,India
https://www.independent.com/2026/02/26/powder-keg/,,Powder Keg - The Santa Barbara Independent,20260227T030000Z,,independent.com,English,United States
https://www.wlwt.com/article/president-trump-issues-more-sanctions-iran-nuclear-talks/70510993,,Trump issues more sanctions on Iran ahead of nuclear talks,20260226T163000Z,"https://kubrick.htvapps.com/vidthumb/ce6a39ee-119f-4e2c-8a2b-2956ba205775/thumb_1920x1080.0000001.jpg?crop=1xw:1xh;center,top",wlwt.com,English,United States
https://www.lbc.co.uk/article/iranian-regime-change-best-thing-trump-5HjdSLk_2/,,"Iranian regime change is  the best thing that could happen , says Trump",20260214T100000Z,https://images.globalplayer.com/images/792732?crop=16_9&signature=66PqZZZlZYbjoAM4CsgMeuI1FMg=,lbc.co.uk,English,United Kingdom
https://www.alternet.org/trump-iran-2675334486/,https://www.alternet.org/amp/trump-iran-2675334486-2675334486,Massive Iran mystery leaves Americans confused about Trump policy,20260226T003000Z,https://www.alternet.org/media-library/image.jpg?id=30047637&coordinates=0%2C15%2C0%2C15,alternet.org,English,United States
https://crooksandliars.com/2026/03/jd-vance-makes-us-allies-hate-america-even,https://crooksandliars.com/2026/03/jd-vance-makes-us-allies-hate-america-even/amp,JD Vance Makes US Allies Hate America Even More,20260319T114500Z,https://crooksandliars.com/files/mediaposters/2026/03/58737.jpg,crooksandliars.com,English,United States
https://www.dw.com/en/us-iran-to-hold-talks-in-oman-on-friday/a-75811679,https://amp.dw.com/en/us-iran-to-hold-talks-in-oman-on-friday/a-75811679,"US , Iran to hold talks in Oman on Friday",20260205T004500Z,https://static.dw.com/image/75723382_6.jpg,dw.com,English,Germany
https://www.wmtw.com/article/trump-threatens-military-action-against-iran/69885268,,Trump threatens military action again Iran,20251230T144500Z,"https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/trump-6937c199411c5.jpg?crop=1.00xw:0.846xh;0,0",wmtw.com,English,United States
https://www.wmtw.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T024500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wmtw.com,English,United States
https://news.antiwar.com/2026/01/18/trump-its-time-to-look-for-new-leadership-in-iran/,,Trump : It Time to Look for New Leadership in Iran - News From Antiwar . com,20260118T211500Z,https://news.antiwar.com/wp-content/uploads/2026/01/signal-2026-01-18-132509_002.jpeg,news.antiwar.com,English,United States
https://www.express.co.uk/news/us/2161520/trump-WW3-warns-us-armada-heading-iran-uss-abraham-lincoln,https://www.express.co.uk/news/us/2161520/trump-WW3-warns-us-armada-heading-iran-uss-abraham-lincoln/amp,Trump 11 - word Iran armada warning sparks WW3 fears,20260123T020000Z,https://cdn.images.express.co.uk/img/dynamic/198/1200x630/6693389.jpg,express.co.uk,English,United Kingdom
https://timesofmalta.com/article/iran-respond-like-never-before-us-attacks-iranian-mission-un.1123226,,Iran will  respond like never before  if US attacks : Iranian mission to UN,20260128T210000Z,https://cdn-attachments.timesofmalta.com/fd024a3accc9288ce1f6c0323fe8726ba226fd15-1769615850-9d23bfa8-1200x630.jpg,timesofmalta.com,English,Malta
https://www.kmbc.com/article/president-trump-issues-more-sanctions-iran-nuclear-talks/70510993,,Trump issues more sanctions on Iran ahead of nuclear talks,20260226T130000Z,"https://kubrick.htvapps.com/vidthumb/ce6a39ee-119f-4e2c-8a2b-2956ba205775/thumb_1920x1080.0000001.jpg?crop=1xw:1xh;center,top",kmbc.com,English,United States
https://www.finanzen.ch/nachrichten/aktien/oil-set-for-second-weekly-loss-on-supply-glut-fears-1035825389,,Oil Set For Second Weekly Loss On Supply Glut Fears,20260213T100000Z,,finanzen.ch,English,Switzerland
https://www.siasat.com/us-announces-sanctions-over-alleged-iran-venezuela-weapon-trade-3318758/,,US announces sanctions over alleged Iran - Venezuela weapon trade,20251231T083000Z,https://cdn.siasat.com/wp-content/uploads/2025/12/us-president-donald-trump-2.webp,siasat.com,English,India
https://www.wlwt.com/article/trump-iran-talks-military-buildup-mideast/70275619,,Trump says Iran talks were  very good  amid military buildup in the Mideast,20260208T054500Z,"https://kubrick.htvapps.com/htv-prod-media.s3.amazonaws.com/images/gettyimages-1397219664-698352f0bb0c2.jpg?crop=1xw:0.84375xh;center,top",wlwt.com,English,United States
https://www.news18.com/world/trump-presented-plan-to-kill-irans-supreme-leader-khamenei-son-in-targeted-strike-report-ws-l-9921273.html,https://www.news18.com/amp/world/trump-presented-plan-to-kill-irans-supreme-leader-khamenei-son-in-targeted-strike-report-ws-l-9921273.html,"Trump Presented Plan To Kill Iran Supreme Leader Khamenei , Son In Targeted Strike : Report | World News",20260221T083000Z,https://images.news18.com/ibnlive/uploads/2026/02/Donald-Trump-Khamenei-Threat-Iran-US-Talks-Nuclear-REUTERS-2026-02-6e4663b085d7f35dbae5a4b832fa2160-16x9.jpg,news18.com,English,India
https://www.news18.com/world/iran-warns-us-of-all-out-war-after-trump-says-armada-of-warships-headed-to-middle-east-9852942.html,https://www.news18.com/amp/world/iran-warns-us-of-all-out-war-after-trump-says-armada-of-warships-headed-to-middle-east-9852942.html,Iran Warns US Of  All - Out War  After Trump Says  Armada  Of Warships Headed To Middle East | World News,20260124T050000Z,https://images.news18.com/ibnlive/uploads/2026/01/Untitled-design-45-2026-01-51e9928422032be9dc79e7dbcc3539a5-16x9.jpg,news18.com,English,India
https://www.samaa.tv/2087343869-trump-warns-hamas-threatens-iran-after-meeting-netanyahu,,"Trump warns Hamas , threatens Iran after meeting Netanyahu",20251230T073000Z,https://www.samaa.tv/images/netanyahu-trump.jpg,samaa.tv,English,Pakistan
https://www.wmur.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260102T233000Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wmur.com,English,United States
https://www.wbaltv.com/article/trump-warns-iran-against-killing-protesters/69905176,,  Locked and loaded : President Trump warns Iran against killing protesters,20260103T001500Z,"https://kubrick.htvapps.com/vidthumb/images/ap269583aa941620.jpg?crop=1xw:0.8433382137628112xh;center,top",wbaltv.com,English,United States
https://www.foxnews.com/politics/trump-says-iran-seriously-talking-us-military-ships-head-middle-east,https://www.foxnews.com/politics/trump-says-iran-seriously-talking-us-military-ships-head-middle-east.amp,President Donald Trump says Iran negotiating  seriously  with US government,20260201T094500Z,https://static.foxnews.com/foxnews.com/content/uploads/2026/02/donald-trump-speaks-to-reporters.jpg,foxnews.com,English,United States
https://www.foxnews.com/world/us-iran-nuclear-talks-wrap-geneva-high-stakes-vienna-round-looms,https://www.foxnews.com/world/us-iran-nuclear-talks-wrap-geneva-high-stakes-vienna-round-looms.amp,Iran US nuclear talks move to Vienna after  positive  Geneva round,20260226T221500Z,https://static.foxnews.com/foxnews.com/content/uploads/2026/02/steve-witkoff-geneva-talks.jpg,foxnews.com,English,United States
https://www.livemint.com/news/world/trump-says-massive-armada-going-towards-iran-but-claims-maybe-we-wont-11769131279719.html,,"Trump says  massive armada  going towards Iran , but claims  maybe we wont ... ",20260123T031500Z,https://www.livemint.com/lm-img/img/2026/01/23/600x338/Greenland-Missile-Defense-What-to-Know-2_1769132588661_1769132605659.jpg,livemint.com,English,India
https://www.yahoo.com/news/articles/fact-check-trump-post-said-231000984.html,,Fact Check : Trump post said US is  locked and loaded and ready to go  to intervene in Iran protests,20260103T000000Z,https://media.zenfs.com/en/snopes_632/3ad1fe8d448356969c010705b4ea3fe7,yahoo.com,English,United States
https://www.livemint.com/news/world/iran-protests-live-nationwide-internet-shutdown-death-toll-exiled-prince-latest-news-ayatollah-khomeini-11767942602746.html,https://www.livemint.com/news/world/iran-protests-live-nationwide-internet-shutdown-death-toll-exiled-prince-latest-news-ayatollah-khomeini/amp-11767942602746.html,"Iran protests LIVE : At least 42 killed , internet shut ; Trump warns Iranian regime could collapse",20260109T083000Z,https://www.livemint.com/lm-img/img/2026/01/09/600x338/IRAN-ECONOMY-PROTEST-SECURITY-0_1767946132510_1767946159328.jpg,livemint.com,English,India
https://www.moneycontrol.com/world/killing-khamenei-his-son-in-targeted-iran-strikes-among-military-options-presented-to-trump-report-article-13838114.html,https://www.moneycontrol.com/world/killing-khamenei-his-son-in-targeted-iran-strikes-among-military-options-presented-to-trump-report-article-13838114.html/amp,"Killing Khamenei , his son in targeted Iran strikes among military options presented to Trump : Report",20260221T074500Z,https://images.moneycontrol.com/static-mcnews/2026/02/20260221071542_trumpandkhamenei.jpg,moneycontrol.com,English,India
https://www.wcvb.com/article/brink-of-war-president-trump-demands-iran-abandon-nuclear-program-or-face-military-action/70388200,,Brink of war : President Trump demanding Iran abandon its nuclear program or face military action,20260217T144500Z,"https://kubrick.htvapps.com/vidthumb/images/iran2-699447d454ef3.jpg?crop=0.9880174291938997xw:1xh;center,top",wcvb.com,English,United States
https://article.wn.com/view/2025/12/30/President_Donald_Trump_Warns_Iran_of_Powerful_Consequences_A/,,President Donald Trump Warns Iran of  Powerful Consequence After Meeting Netanyahu in Florida,20251230T031500Z,,article.wn.com,English,United States
https://www.india.com/news/world/khamenei-issues-direct-warning-to-donald-trump-irans-supreme-leader-warns-of-regional-war-if-us-attacks-world-news-8290087/,https://www.india.com/news/world/khamenei-issues-direct-warning-to-donald-trump-irans-supreme-leader-warns-of-regional-war-if-us-attacks-world-news-8290087/amp/,Khamenei issues direct warning to Donald Trump : Iran supreme leader warns of regional war if US attacks,20260202T041500Z,https://static.india.com/wp-content/uploads/2026/02/iran-us-war.png,india.com,English,India
https://article.wn.com/view/2026/01/02/US_locked_loaded_ready_to_go_Trump_warns_Iran_against_using_/,,"US locked , loaded , ready to go : Trump warns Iran against using force on protesters",20260102T113000Z,,article.wn.com,English,United States
https://www.lbcgroup.tv/news/news-bulletin-reports/906546/israel-signals-readiness-for-strike-as-us-talks-with-iran-continue/en,,Israel signals readiness for strike as US talks with Iran continue,20260220T194500Z,https://www.lbcgroup.tv/uploadImages/DocumentImages/Doc-T-906546-639071942235279015.jpg,lbcgroup.tv,English,Lebanon
https://politicalwire.com/2026/02/11/netanyahu-meets-with-trump-again/,,Netanyahu Meets with Trump Again,20260211T143000Z,,politicalwire.com,English,United States
https://www.ynetnews.com/article/sjfa311oozl,,"Trump  curiou why Iran hasnt capitulated , Witkoff says",20260222T084500Z,https://ynet-pic1.yit.co.il/picserver6/crop_images/2026/02/02/Hy9yvt0L11l/Hy9yvt0L11l_213_120_638_360_0_large.jpg,ynetnews.com,English,Israel
https://www.hindustantimes.com/world-news/-i-got-it-done-in-rapid-order-trump-repeats-claim-of-halting-india-pakistan-war-conflict-101768000321757.html,https://www.hindustantimes.com/world-news/-i-got-it-done-in-rapid-order-trump-repeats-claim-of-halting-india-pakistan-war-conflict-101768000321757-amp.html,  I got it done in rapid order : Trump repeats claim of halting India – Pakistan conflict,20260110T013000Z,https://www.hindustantimes.com/ht-img/img/2026/01/09/550x309/TRUMP-VENEZUELA-OIL-33_1768001101214_1768001121319.jpg,hindustantimes.com,English,India
https://www.hindustantimes.com/world-news/-i-got-it-done-in-rapid-order-trump-repeats-claim-of-halting-india-pakistan-conflict-war-101768000321757.html,https://www.hindustantimes.com/world-news/-i-got-it-done-in-rapid-order-trump-repeats-claim-of-halting-india-pakistan-conflict-war-101768000321757-amp.html,  I got it done in rapid order : Trump repeats claim of halting India – Pakistan conflict war,20260110T001500Z,https://www.hindustantimes.com/ht-img/img/2026/01/09/550x309/TRUMP-VENEZUELA-OIL-33_1768001101214_1768001121319.jpg,hindustantimes.com,English,India
https://www.hindustantimes.com/world-news/i-got-it-done-in-rapid-order-trump-repeats-claim-of-halting-india-pakistan-war-101768000321757.html,https://www.hindustantimes.com/world-news/i-got-it-done-in-rapid-order-trump-repeats-claim-of-halting-india-pakistan-war-101768000321757-amp.html,  I got it done in rapid order : Trump repeats claim of halting India – Pakistan war,20260110T000000Z,https://www.hindustantimes.com/ht-img/img/2026/01/09/550x309/TRUMP-VENEZUELA-OIL-33_1768001101214_1768001121319.jpg,hindustantimes.com,English,India
https://economictimes.indiatimes.com/news/international/us/venezuela-and-iran-name-streets-after-donald-trump-explainer-on-trump-street-claims-protests-and-statements/articleshow/126446169.cms,https://m.economictimes.com/news/international/us/venezuela-and-iran-name-streets-after-donald-trump-explainer-on-trump-street-claims-protests-and-statements/amp_articleshow/126446169.cms,"trump street : Venezuela and Iran name streets after Donald Trump ? Explainer on Trump Street claims , protests and statements",20260110T021500Z,"https://img.etimg.com/thumb/msid-126446211,width-1200,height-630,imgsize-99264,overlay-economictimes/articleshow.jpg",economictimes.indiatimes.com,English,India
https://consortiumnews.com/2026/02/12/watch-will-israel-blackmail-trump-to-attack-iran/,,WATCH : Will Israel Blackmail Trump to Attack Iran ? ,20260212T190000Z,https://consortiumnews.com/wp-content/uploads/2026/02/P20250707DT-0764_President_Donald_J._Trump_Welcomes_Israeli_Prime_Minister_Benjamin_Netanyahu_to_the_White_House-1.jpeg,consortiumnews.com,English,United States
https://www.hindustantimes.com/world-news/us-news/did-iran-declare-war-on-us-what-president-masoud-pezeshkian-said-about-tensions-with-the-west-101767038769488.html,https://www.hindustantimes.com/world-news/us-news/did-iran-declare-war-on-us-what-president-masoud-pezeshkian-said-about-tensions-with-the-west-101767038769488-amp.html,Did Iran declare war on US ? What President Masoud Pezeshkian said about tensions with the West,20251229T211500Z,,hindustantimes.com,English,India
https://www.kcra.com/article/brink-of-war-president-trump-demands-iran-abandon-nuclear-program-or-face-military-action/70388200,,Brink of war : President Trump demanding Iran abandon its nuclear program or face military action,20260217T160000Z,"https://kubrick.htvapps.com/vidthumb/images/iran2-699447d454ef3.jpg?crop=0.9880174291938997xw:1xh;center,top",kcra.com,English,United States
https://www.foxnews.com/world/iran-covertly-repositions-strike-drones-amid-russia-drills-strait-hormuz-expert-says,https://www.foxnews.com/world/iran-covertly-repositions-strike-drones-amid-russia-drills-strait-hormuz-expert-says.amp,Iran moves military assets during Russia joint drills in Strait of Hormuz : expert,20260220T014500Z,https://static.foxnews.com/foxnews.com/content/uploads/2026/02/iran-russia-drills-hormuz.jpg,foxnews.com,English,United States
https://www.nbcnewyork.com/news/national-international/trump-calls-for-new-leadership-iran-nationwide-protests/6445398/,https://www.nbcnewyork.com/news/national-international/trump-calls-for-new-leadership-iran-nationwide-protests/6445398/?amp=1,Trump calls for new leadership in Iran following nationwide protests,20260118T001500Z,https://media.nbcnewyork.com/2026/01/image-9-7.jpg?quality=85&strip=all,nbcnewyork.com,English,United States
https://www.wgal.com/article/brink-of-war-president-trump-demands-iran-abandon-nuclear-program-or-face-military-action/70388200,,Brink of war : President Trump demanding Iran abandon its nuclear program or face military action,20260217T123000Z,"https://kubrick.htvapps.com/vidthumb/images/iran2-699447d454ef3.jpg?crop=0.9880174291938997xw:1xh;center,top",wgal.com,English,United States
